sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,technique,vulnerability
198,"Person1: Stop eyeballing me, mister! I've looked through your file and done a little checking, and I know it all. I know about your mother. I know your old man's an alcoholic and a whore chaser.  Life sure has dealt you some shitty cards! Hasn't it, Mayo?
Person2: I'm doing okay, sir.
Person1: No you're not. You're failing the big one, baby, and I don't just mean in here. I mean in life. I've watched you, Mayo, and you don't mesh. You grab-ass and joke around but you don't make friends, not the way the others do.",1,1,300,365,364,1,0.4034690856933594,,
199,"Person1: I'm going to the powder room.
Person2: Sure, baby -- go anywhere you want.  But I have to give you an escort.  Security reasons.",1,1,300,271,270,1,0.7161011695861816,Rationalization,
200,"Person1: What do you mean?
Person2: I mean, it's a good story.
Person1: Shit. If you can't share your secrets with your friends, what kind of friend are you?
Person2: Exactly. Life just wouldn't be worth living, would it?",1,1,300,292,291,1,0.3730180263519287,,
201,"Person1: Where do you think you're going?
Person2: Let go o' me! I've got to get Bruce out of jail! Oh, Walter, why did you have to do this to me?
Person1: Get Bruce out of jail! How can you worry about a man who's resting comfortably in a quiet police station while this is going on? Hildy, this is war! You can't desert now!
Person2: Oh, get off that trapeze!  There's your story! Smear it all over the front page -- Earl Williams caught by the Morning Post! And take all the credit -- I covered your story for you and I got myself in a fine mess doing it -- and now I'm getting out! I know I told you that twice before today -- but this time I mean it!
Person1: You drooling idiot! What do you mean, you're getting out! There are three hundred and sixty-five days in the year one can get married -- but how many times have you got a murderer locked up in a desk? -- Once in a lifetime! Hildy, you've got the whole city by the seat of the pants!
Person2: I know, but --
Person1: You know! You've got the brain of a pancake! That wasn't just a story you covered -- it was a revolution! Hildy! This is the greatest yarn in journalism since Livingstone discovered Stanley for the New York Herald!
Person2: Wait a minute -- wasn't it Stanley who discovered Livingstone?
Person1: Don't get technical at a time like this! Do you realize what you've done? You've taken a city that's been graft-ridden for forty years under the same old gang and with this yarn you're kicking 'em out and giving us a chance to have the same kind of government that New York's having under La Guardia! We'll make such monkeys out of these ward-heelers next Tuesday that nobody'll vote for them -- not even their wives!
Person2: I'd like to think.
Person1: Well, think it then, because it's true! We'll crucify that mob. We're going to keep Williams under cover till morning so the Post can break the story exclusive. Then we'll let the Governor in on the capture -- share the glory with him.
Person2: I get it!
Person1: You've kicked over the whole City Hall like an apple-cart. You've got the Mayor and Hartman backed against a wall. You've put one administration out and another in. This isn't a newspaper story -- it's a career! And you stand there belly-aching about whether you catch an eight o'clock train or a nine o'clock train! Still a doll-faced mugg! That's all you are.
Person2: Let me get at that typewriter and I'll show you how a doll-faced mugg can write!
Person1: Attagirl! Why, they'll be naming streets after you -- Hildy Johnson Street! There'll be statues of you in the parks, Hildy. The radio'll be after you -- the movies!  By tomorrow morning I'll betcha there's a Hildy Johnson cigar! I can see the billboards now. Light up with Hildy Johnson!
Person2: Whoa -- wait a minute. We can't leave Williams here. One of the other fellows'll --
Person1: We're going to take him over to my private office.  Where's our phone?
Person2: That one -- how you gonna take him? They'll see him.",1,1,300,940,939,1,0.4430351257324219,"Shaming or Belittlement,Accusation",Dependency
202,"Person1: I was nervous -
Person2: You were incompetent! - whether deliberately or as a result of age combined with drink this court will determine.
Person1: I tried to save him! I was desperate to save him! He was the last best hope in the universe for real peace.
Person2: The Chancellor herself will testify that the defendant's hands shook.",1,1,300,310,309,1,0.5122239589691162,Accusation,
203,"Person1: What are you, crazy?
Person2: I just thought we should talk about it.  Between ourselves.
Person1: What's there to talk about?  She can sing. That puts her at the head of the class. That makes her the only one in the class.
Person2: I don't know ... She had gum on her lip, for Christ sake. I don't think she's right for the act.
Person1: You're getting cold feet about this.
Person2: I was just thinking what Ma would think.
Person1: Ma? Ma?  Was Ma there the last time we played the Ambassador?  Oh, that's right, she was on bass. How could I forget.",0,1,300,378,377,1,0.41008901596069336,,
204,"Person1: It's like nothing I've ever felt before. I think I'm going crazy.
Person2: I'm sure you're not going crazy.
Person1: Kevin, I'm telling you... it was like nothing I've...
Person2: Yeah yeah yeah. Yadda yadda yadda. Were you stoned?
Person1: Yes, but you see, someone else was talking through my mouth.
Person2: You were stoned. Case closed. End of story. How hot is this babe?
Person1: I think it might've been this Lotte woman talking through me. Maxine likes to call me Lotte.
Person2: Ouch. Now that's hot. She's using you to channel some dead lesbian lover. Let me know when you're done with her. This is my type of chick.
Person1: I'm done with her now. Tonight really creeped me out.
Person2: You're crazy to let go of a chick who calls you Lotte. I tell you that as a friend.
Person1: I don't know anything about her. What if she's some sort of witch or something?
Person2: All the better. Hey, Hot Lesbian Witches, next Geraldo, buddy boy. Ha ha ha.
Person1: I gotta know the truth, Kevin.
Person2: The truth is for suckers, Johnny-Boy.",1,1,300,505,504,1,0.6108009815216064,Shaming or Belittlement,
205,"Person1: What?
Person2: Did it ever occur to you that I might have some feelings about you moving to New York?
Person1: What feelings?
Person2: Us.
Person1: Of course.
Person2: And?
Person1: Come with me.
Person2: No, no, see, that's not what I'm saying. I could go to New York if I wanted to, but what's the point? So I can learn how to order a cappuccino? So I can get mugged by some crackhead? So I can see, see homeless people up close and personal?
Person1: So what do you wanna do?
Person2: Nothing.
Person1: No one does nothing, Jeff.
Person2: Okay, well, then, I'm gonna break new ground.
Person1: New ground?
Person2: Mm-hm.
Person1: Taking one community college course on the history of Nicaragua, while barely holding a job packing boxes?
Person2: Okay, look. My job is not who I am. I don't need that. Why? What's your goal? Status? Money? Getting your picture on the cover of some glossy magazine?
Person1: My goal is to make art.
Person2: So, what, why can't you do that here? What's wrong with here? Why is somewhere else better?
Person1: Why should I stay here, Jeff? So we can sit on the corner and watch the lights change, while you bitch about Burnfield?
Person2: Mm-mm.
Person1: So I can spend the rest of my life guessing what it would be like to be a real artist?
Person2: No, no.
Person1: So you and I can be intimate while your parents are out having dinner at the Sizzler? What are we doing, Jeff? You and me?
Person2: I don't know.",0,1,300,617,616,1,0.6132299900054932,,
206,"Person1: What is it?
Person2: The video of Milos and Tamina - I told you to erase it.
Person1: I did.
Person2: And the whore's murder?  You didn't erase that either, did you?  Don't lie, I won't be angry.
Person1: Why not?
Person2: Put the camera down, Oleg.",1,1,300,313,312,1,0.6122050285339355,,
207,"Person1: The next thing... his hand was in my shorts... you know, from behind.  His fingers... his fingers...
Person2: Take your time.
Person1: They were in me.  Both places... you know.
Person2: I understand.
Person1: He said something like, ""Do you want it dirty7"" or something.  I tried to turn away, but he pushed me to the floor.
Person2: Was there penetration?  Did he put himself inside you?
Person1: Yes.  I said stop.  I screamed.  I mean that's how it sounded in my head.  He hurt me...
Person2: That's okay, Kelly.  You're doing fine.  But I have to ask you something here. When you say it hurt.  Was this the first time a man was inside you?
Person1: No.  I've done it a couple of times, I mean with guys I dated.  But this hurt... like, he was built... you know...
Person2: He was large?",0,0,300,452,451,1,0.6140711307525635,,
208,"Person1: How do you feel about that?
Person2: I don't feel anything.
Person1: You have no feelings for your niece?
Person2: She was born after they put me away. How can I have feelings?
Person1: Then why are you talking about this?
Person2: Have to talk about something.
Person1: What are you afraid will happen?
Person2: I'm not afraid. I'm just saying that Carlos has a thing for his daughter, and if he isn't careful he's going to suffer.
Person1: Have you talked to Carlos about your concerns?
Person2: I'm not that crazy.
Person1: Do you think you're crazy?
Person2: If I'm not, then what the hell am I doing here?
Person1: Why do you think you're here?
Person2: You know why. It's part of the parole deal.
Person1: Is that what you are angry about?
Person2: Talking to you is like riding on a merry-go-round.
Person1: That is a marvelous image, Walter. Because by going in circles we find the things we missed the first time around.",1,0,300,463,462,1,0.5115408897399902,Shaming or Belittlement,
